Fecha,idCerveza,NombreCerveza,Precio,CantidadVendida,Ganancia
01/07/2022,16,Lucky Break,8.37,86,719.82
02/07/2022,1,Black Heart,8.56,66,564.96
02/07/2022,2,Fools Gold,8.07,50,403.5
02/07/2022,3,Cold Beer B,7.05,89,627.45
02/07/2022,4,Lost Lager,7.23,28,202.44
02/07/2022,5,King Crush,8.29,36,298.44
02/07/2022,6,Wingman Tro,7.55,66,498.3
02/07/2022,7,Grind Stout,7.86,13,102.18
02/07/2022,8,Juice Shack,8.31,47,390.57
02/07/2022,9,Rocky Road,8.4,73,613.2
02/07/2022,10,Wingman,8.34,71,592.14
02/07/2022,11,Arcade Made,8.82,84,740.88
02/07/2022,12,Punk IPA,7.81,74,577.94
02/07/2022,13,Hazy Jane,8.46,7,59.22
02/07/2022,14,Shore Leave,7.74,4,30.96
02/07/2022,15,Simcoe Solo,7.29,77,561.33
02/07/2022,16,Lucky Break,8.37,23,192.51
03/07/2022,1,Black Heart,8.56,96,821.76
03/07/2022,2,Fools Gold,8.07,75,605.25
03/07/2022,3,Cold Beer B,7.05,20,141
03/07/2022,4,Lost Lager,7.23,57,412.11
03/07/2022,5,King Crush,8.29,76,630.04
03/07/2022,6,Wingman Tro,7.55,5,37.75
03/07/2022,7,Grind Stout,7.86,31,243.66
03/07/2022,8,Juice Shack,8.31,68,565.08
03/07/2022,9,Rocky Road,8.4,1,8.4
03/07/2022,10,Wingman,8.34,38,316.92
03/07/2022,11,Arcade Made,8.82,46,405.72
03/07/2022,12,Punk IPA,7.81,76,593.56
03/07/2022,13,Hazy Jane,8.46,14,118.44
03/07/2022,14,Shore Leave,7.74,98,758.52
03/07/2022,15,Simcoe Solo,7.29,74,539.46
03/07/2022,16,Lucky Break,8.37,86,719.82
04/07/2022,1,Black Heart,8.56,56,479.36
04/07/2022,2,Fools Gold,8.07,28,225.96
04/07/2022,3,Cold Beer B,7.05,93,655.65
04/07/2022,4,Lost Lager,7.23,27,195.21
04/07/2022,5,King Crush,8.29,18,149.22
04/07/2022,6,Wingman Tro,7.55,59,445.45
04/07/2022,7,Grind Stout,7.86,83,652.38
04/07/2022,8,Juice Shack,8.31,9,74.79
04/07/2022,9,Rocky Road,8.4,49,411.6
04/07/2022,10,Wingman,8.34,19,158.46
04/07/2022,11,Arcade Made,8.82,4,35.28
04/07/2022,12,Punk IPA,7.81,25,195.25
04/07/2022,13,Hazy Jane,8.46,43,363.78
04/07/2022,14,Shore Leave,7.74,56,433.44
04/07/2022,15,Simcoe Solo,7.29,12,87.48
04/07/2022,16,Lucky Break,8.37,0,0
05/07/2022,1,Black Heart,8.56,85,727.6
05/07/2022,2,Fools Gold,8.07,34,274.38
05/07/2022,3,Cold Beer B,7.05,61,430.05
05/07/2022,4,Lost Lager,7.23,71,513.33
05/07/2022,5,King Crush,8.29,5,41.45
05/07/2022,6,Wingman Tro,7.55,44,332.2
05/07/2022,7,Grind Stout,7.86,23,180.78
05/07/2022,8,Juice Shack,8.31,90,747.9
05/07/2022,9,Rocky Road,8.4,12,100.8
05/07/2022,10,Wingman,8.34,56,467.04
05/07/2022,11,Arcade Made,8.82,27,238.14
05/07/2022,12,Punk IPA,7.81,61,476.41
05/07/2022,13,Hazy Jane,8.46,21,177.66
05/07/2022,14,Shore Leave,7.74,64,495.36
05/07/2022,15,Simcoe Solo,7.29,28,204.12
05/07/2022,16,Lucky Break,8.37,70,585.9
06/07/2022,1,Black Heart,8.56,44,376.64
06/07/2022,2,Fools Gold,8.07,60,484.2
06/07/2022,3,Cold Beer B,7.05,89,627.45
06/07/2022,4,Lost Lager,7.23,93,672.39
06/07/2022,5,King Crush,8.29,10,82.9
06/07/2022,6,Wingman Tro,7.55,15,113.25
06/07/2022,7,Grind Stout,7.86,40,314.4
06/07/2022,8,Juice Shack,8.31,49,407.19
06/07/2022,9,Rocky Road,8.4,68,571.2
06/07/2022,10,Wingman,8.34,40,333.6
06/07/2022,11,Arcade Made,8.82,27,238.14
06/07/2022,12,Punk IPA,7.81,90,702.9
06/07/2022,13,Hazy Jane,8.46,6,50.76
06/07/2022,14,Shore Leave,7.74,42,325.08
06/07/2022,15,Simcoe Solo,7.29,80,583.2
06/07/2022,16,Lucky Break,8.37,43,359.91
07/07/2022,1,Black Heart,8.56,71,607.76
07/07/2022,2,Fools Gold,8.07,61,492.27
07/07/2022,3,Cold Beer B,7.05,75,528.75
07/07/2022,4,Lost Lager,7.23,60,433.8
07/07/2022,5,King Crush,8.29,97,804.13
07/07/2022,6,Wingman Tro,7.55,76,573.8
07/07/2022,7,Grind Stout,7.86,75,589.5
07/07/2022,8,Juice Shack,8.31,93,772.83
07/07/2022,9,Rocky Road,8.4,13,109.2
07/07/2022,10,Wingman,8.34,38,316.92
07/07/2022,11,Arcade Made,8.82,48,423.36
07/07/2022,12,Punk IPA,7.81,19,148.39
07/07/2022,13,Hazy Jane,8.46,0,0
07/07/2022,14,Shore Leave,7.74,88,681.12
07/07/2022,15,Simcoe Solo,7.29,53,386.37
07/07/2022,16,Lucky Break,8.37,76,636.12
08/07/2022,1,Black Heart,8.56,2,17.12
08/07/2022,2,Fools Gold,8.07,52,419.64
08/07/2022,3,Cold Beer B,7.05,60,423
08/07/2022,4,Lost Lager,7.23,1,7.23
08/07/2022,5,King Crush,8.29,9,74.61
08/07/2022,6,Wingman Tro,7.55,53,400.15
08/07/2022,7,Grind Stout,7.86,21,165.06
08/07/2022,8,Juice Shack,8.31,1,8.31
08/07/2022,9,Rocky Road,8.4,74,621.6
08/07/2022,10,Wingman,8.34,54,450.36
08/07/2022,11,Arcade Made,8.82,54,476.28
08/07/2022,12,Punk IPA,7.81,62,484.22
08/07/2022,13,Hazy Jane,8.46,51,431.46
08/07/2022,14,Shore Leave,7.74,11,85.14
08/07/2022,15,Simcoe Solo,7.29,2,14.58
08/07/2022,16,Lucky Break,8.37,47,393.39
09/07/2022,1,Black Heart,8.56,33,282.48
09/07/2022,2,Fools Gold,8.07,16,129.12
09/07/2022,3,Cold Beer B,7.05,35,246.75
09/07/2022,4,Lost Lager,7.23,41,296.43
09/07/2022,5,King Crush,8.29,4,33.16
09/07/2022,6,Wingman Tro,7.55,6,45.3
09/07/2022,7,Grind Stout,7.86,55,432.3
09/07/2022,8,Juice Shack,8.31,39,324.09
09/07/2022,9,Rocky Road,8.4,61,512.4
09/07/2022,10,Wingman,8.34,66,550.44
09/07/2022,11,Arcade Made,8.82,56,493.92
09/07/2022,12,Punk IPA,7.81,73,570.13
09/07/2022,13,Hazy Jane,8.46,17,143.82
09/07/2022,14,Shore Leave,7.74,7,54.18
09/07/2022,15,Simcoe Solo,7.29,48,349.92
09/07/2022,16,Lucky Break,8.37,21,175.77
10/07/2022,1,Black Heart,8.56,65,556.4
10/07/2022,2,Fools Gold,8.07,55,443.85
10/07/2022,3,Cold Beer B,7.05,47,331.35
10/07/2022,4,Lost Lager,7.23,94,679.62
10/07/2022,5,King Crush,8.29,97,804.13
10/07/2022,6,Wingman Tro,7.55,27,203.85
10/07/2022,7,Grind Stout,7.86,29,227.94
10/07/2022,8,Juice Shack,8.31,11,91.41
10/07/2022,9,Rocky Road,8.4,93,781.2
10/07/2022,10,Wingman,8.34,8,66.72
10/07/2022,11,Arcade Made,8.82,9,79.38
10/07/2022,12,Punk IPA,7.81,34,265.54
10/07/2022,13,Hazy Jane,8.46,70,592.2
10/07/2022,14,Shore Leave,7.74,48,371.52
10/07/2022,15,Simcoe Solo,7.29,29,211.41
10/07/2022,16,Lucky Break,8.37,81,677.97
11/07/2022,1,Black Heart,8.56,9,77.04
11/07/2022,2,Fools Gold,8.07,34,274.38
11/07/2022,3,Cold Beer B,7.05,77,542.85
11/07/2022,4,Lost Lager,7.23,95,686.85
11/07/2022,5,King Crush,8.29,23,190.67
11/07/2022,6,Wingman Tro,7.55,60,453
11/07/2022,7,Grind Stout,7.86,95,746.7
11/07/2022,8,Juice Shack,8.31,31,257.61
11/07/2022,9,Rocky Road,8.4,62,520.8
11/07/2022,10,Wingman,8.34,38,316.92
11/07/2022,11,Arcade Made,8.82,74,652.68
11/07/2022,12,Punk IPA,7.81,47,367.07
11/07/2022,13,Hazy Jane,8.46,10,84.6
11/07/2022,14,Shore Leave,7.74,45,348.3
11/07/2022,15,Simcoe Solo,7.29,7,51.03
11/07/2022,16,Lucky Break,8.37,43,359.91
12/07/2022,1,Black Heart,8.56,81,693.36
12/07/2022,2,Fools Gold,8.07,69,556.83
12/07/2022,3,Cold Beer B,7.05,28,197.4
12/07/2022,4,Lost Lager,7.23,8,57.84
12/07/2022,5,King Crush,8.29,35,290.15
12/07/2022,6,Wingman Tro,7.55,23,173.65
12/07/2022,7,Grind Stout,7.86,30,235.8
12/07/2022,8,Juice Shack,8.31,47,390.57
12/07/2022,9,Rocky Road,8.4,23,193.2
12/07/2022,10,Wingman,8.34,100,834
12/07/2022,11,Arcade Made,8.82,16,141.12
12/07/2022,12,Punk IPA,7.81,25,195.25
12/07/2022,13,Hazy Jane,8.46,80,676.8
12/07/2022,14,Shore Leave,7.74,36,278.64
12/07/2022,15,Simcoe Solo,7.29,100,729
12/07/2022,16,Lucky Break,8.37,70,585.9
13/07/2022,1,Black Heart,8.56,59,505.04
13/07/2022,2,Fools Gold,8.07,29,234.03
13/07/2022,3,Cold Beer B,7.05,29,204.45
13/07/2022,4,Lost Lager,7.23,51,368.73
13/07/2022,5,King Crush,8.29,8,66.32
13/07/2022,6,Wingman Tro,7.55,43,324.65
13/07/2022,7,Grind Stout,7.86,53,416.58
13/07/2022,8,Juice Shack,8.31,59,490.29
13/07/2022,9,Rocky Road,8.4,82,688.8
13/07/2022,10,Wingman,8.34,8,66.72
13/07/2022,11,Arcade Made,8.82,69,608.58
13/07/2022,12,Punk IPA,7.81,54,421.74
13/07/2022,13,Hazy Jane,8.46,55,465.3
13/07/2022,14,Shore Leave,7.74,11,85.14
13/07/2022,15,Simcoe Solo,7.29,89,648.81
13/07/2022,16,Lucky Break,8.37,63,527.31
14/07/2022,1,Black Heart,8.56,39,333.84
14/07/2022,2,Fools Gold,8.07,11,88.77
14/07/2022,3,Cold Beer B,7.05,27,190.35
14/07/2022,4,Lost Lager,7.23,4,28.92
14/07/2022,5,King Crush,8.29,100,829
14/07/2022,6,Wingman Tro,7.55,70,528.5
14/07/2022,7,Grind Stout,7.86,40,314.4
14/07/2022,8,Juice Shack,8.31,16,132.96
14/07/2022,9,Rocky Road,8.4,38,319.2
14/07/2022,10,Wingman,8.34,64,533.76
14/07/2022,11,Arcade Made,8.82,77,679.14
14/07/2022,12,Punk IPA,7.81,40,312.4
14/07/2022,13,Hazy Jane,8.46,73,617.58
14/07/2022,14,Shore Leave,7.74,29,224.46
14/07/2022,15,Simcoe Solo,7.29,93,677.97
14/07/2022,16,Lucky Break,8.37,46,385.02
15/07/2022,1,Black Heart,8.56,56,479.36
15/07/2022,2,Fools Gold,8.07,1,8.07
15/07/2022,3,Cold Beer B,7.05,61,430.05
15/07/2022,4,Lost Lager,7.23,50,361.5
15/07/2022,5,King Crush,8.29,17,140.93
15/07/2022,6,Wingman Tro,7.55,83,626.65
15/07/2022,7,Grind Stout,7.86,83,652.38
15/07/2022,8,Juice Shack,8.31,19,157.89
15/07/2022,9,Rocky Road,8.4,59,495.6
15/07/2022,10,Wingman,8.34,0,0
15/07/2022,11,Arcade Made,8.82,8,70.56
15/07/2022,12,Punk IPA,7.81,43,335.83
15/07/2022,13,Hazy Jane,8.46,70,592.2
15/07/2022,14,Shore Leave,7.74,25,193.5
15/07/2022,15,Simcoe Solo,7.29,34,247.86
15/07/2022,16,Lucky Break,8.37,16,133.92
16/07/2022,1,Black Heart,8.56,92,787.52
16/07/2022,2,Fools Gold,8.07,96,774.72
16/07/2022,3,Cold Beer B,7.05,36,253.8
16/07/2022,4,Lost Lager,7.23,70,506.1
16/07/2022,5,King Crush,8.29,91,754.39
16/07/2022,6,Wingman Tro,7.55,11,83.05
16/07/2022,7,Grind Stout,7.86,88,691.68
16/07/2022,8,Juice Shack,8.31,40,332.4
16/07/2022,9,Rocky Road,8.4,83,697.2
16/07/2022,10,Wingman,8.34,27,225.18
16/07/2022,11,Arcade Made,8.82,12,105.84
16/07/2022,12,Punk IPA,7.81,8,62.48
16/07/2022,13,Hazy Jane,8.46,37,313.02
16/07/2022,14,Shore Leave,7.74,25,193.5
16/07/2022,15,Simcoe Solo,7.29,18,131.22
16/07/2022,16,Lucky Break,8.37,35,292.95
17/07/2022,1,Black Heart,8.56,1,8.56
17/07/2022,2,Fools Gold,8.07,33,266.31
17/07/2022,3,Cold Beer B,7.05,11,77.55
17/07/2022,4,Lost Lager,7.23,72,520.56
17/07/2022,5,King Crush,8.29,100,829
17/07/2022,6,Wingman Tro,7.55,85,641.75
17/07/2022,7,Grind Stout,7.86,34,267.24
17/07/2022,8,Juice Shack,8.31,81,673.11
17/07/2022,9,Rocky Road,8.4,68,571.2
17/07/2022,10,Wingman,8.34,6,50.04
17/07/2022,11,Arcade Made,8.82,69,608.58
17/07/2022,12,Punk IPA,7.81,54,421.74
17/07/2022,13,Hazy Jane,8.46,32,270.72
17/07/2022,14,Shore Leave,7.74,18,139.32
17/07/2022,15,Simcoe Solo,7.29,20,145.8
17/07/2022,16,Lucky Break,8.37,47,393.39
18/07/2022,1,Black Heart,8.56,100,856
18/07/2022,2,Fools Gold,8.07,31,250.17
18/07/2022,3,Cold Beer B,7.05,49,345.45
18/07/2022,4,Lost Lager,7.23,96,694.08
18/07/2022,5,King Crush,8.29,28,232.12
18/07/2022,6,Wingman Tro,7.55,77,581.35
18/07/2022,7,Grind Stout,7.86,96,754.56
18/07/2022,8,Juice Shack,8.31,85,706.35
18/07/2022,9,Rocky Road,8.4,18,151.2
18/07/2022,10,Wingman,8.34,50,417
18/07/2022,11,Arcade Made,8.82,67,590.94
18/07/2022,12,Punk IPA,7.81,4,31.24
18/07/2022,13,Hazy Jane,8.46,89,752.94
18/07/2022,14,Shore Leave,7.74,8,61.92
18/07/2022,15,Simcoe Solo,7.29,85,619.65
18/07/2022,16,Lucky Break,8.37,69,577.53
19/07/2022,1,Black Heart,8.56,12,102.72
19/07/2022,2,Fools Gold,8.07,8,64.56
19/07/2022,3,Cold Beer B,7.05,30,211.5
19/07/2022,4,Lost Lager,7.23,67,484.41
19/07/2022,5,King Crush,8.29,17,140.93
19/07/2022,6,Wingman Tro,7.55,97,732.35
19/07/2022,7,Grind Stout,7.86,80,628.8
19/07/2022,8,Juice Shack,8.31,91,756.21
19/07/2022,9,Rocky Road,8.4,94,789.6
19/07/2022,10,Wingman,8.34,58,483.72
19/07/2022,11,Arcade Made,8.82,21,185.22
19/07/2022,12,Punk IPA,7.81,34,265.54
19/07/2022,13,Hazy Jane,8.46,81,685.26
19/07/2022,14,Shore Leave,7.74,55,425.7
19/07/2022,15,Simcoe Solo,7.29,18,131.22
19/07/2022,16,Lucky Break,8.37,55,460.35
20/07/2022,1,Black Heart,8.56,28,239.68
20/07/2022,2,Fools Gold,8.07,72,581.04
20/07/2022,3,Cold Beer B,7.05,29,204.45
20/07/2022,4,Lost Lager,7.23,45,325.35
20/07/2022,5,King Crush,8.29,85,704.65
20/07/2022,6,Wingman Tro,7.55,83,626.65
20/07/2022,7,Grind Stout,7.86,29,227.94
20/07/2022,8,Juice Shack,8.31,8,66.48
20/07/2022,9,Rocky Road,8.4,52,436.8
20/07/2022,10,Wingman,8.34,21,175.14
20/07/2022,11,Arcade Made,8.82,98,864.36
20/07/2022,12,Punk IPA,7.81,49,382.69
20/07/2022,13,Hazy Jane,8.46,65,549.9
20/07/2022,14,Shore Leave,7.74,22,170.28
20/07/2022,15,Simcoe Solo,7.29,85,619.65
20/07/2022,16,Lucky Break,8.37,82,686.34
21/07/2022,1,Black Heart,8.56,100,856
21/07/2022,2,Fools Gold,8.07,54,435.78
21/07/2022,3,Cold Beer B,7.05,70,493.5
21/07/2022,4,Lost Lager,7.23,93,672.39
21/07/2022,5,King Crush,8.29,86,712.94
21/07/2022,6,Wingman Tro,7.55,11,83.05
21/07/2022,7,Grind Stout,7.86,47,369.42
21/07/2022,8,Juice Shack,8.31,88,731.28
21/07/2022,9,Rocky Road,8.4,14,117.6
21/07/2022,10,Wingman,8.34,93,775.62
21/07/2022,11,Arcade Made,8.82,29,255.78
21/07/2022,12,Punk IPA,7.81,17,132.77
21/07/2022,13,Hazy Jane,8.46,11,93.06
21/07/2022,14,Shore Leave,7.74,94,727.56
21/07/2022,15,Simcoe Solo,7.29,62,451.98
21/07/2022,16,Lucky Break,8.37,65,544.05
22/07/2022,1,Black Heart,8.56,51,436.56
22/07/2022,2,Fools Gold,8.07,70,564.9
22/07/2022,3,Cold Beer B,7.05,70,493.5
22/07/2022,4,Lost Lager,7.23,55,397.65
22/07/2022,5,King Crush,8.29,82,679.78
22/07/2022,6,Wingman Tro,7.55,67,505.85
22/07/2022,7,Grind Stout,7.86,30,235.8
22/07/2022,8,Juice Shack,8.31,95,789.45
22/07/2022,9,Rocky Road,8.4,42,352.8
22/07/2022,10,Wingman,8.34,74,617.16
22/07/2022,11,Arcade Made,8.82,15,132.3
22/07/2022,12,Punk IPA,7.81,24,187.44
22/07/2022,13,Hazy Jane,8.46,19,160.74
22/07/2022,14,Shore Leave,7.74,40,309.6
22/07/2022,15,Simcoe Solo,7.29,42,306.18
22/07/2022,16,Lucky Break,8.37,71,594.27
23/07/2022,1,Black Heart,8.56,32,273.92
23/07/2022,2,Fools Gold,8.07,66,532.62
23/07/2022,3,Cold Beer B,7.05,86,606.3
23/07/2022,4,Lost Lager,7.23,90,650.7
23/07/2022,5,King Crush,8.29,12,99.48
23/07/2022,6,Wingman Tro,7.55,93,702.15
23/07/2022,7,Grind Stout,7.86,42,330.12
23/07/2022,8,Juice Shack,8.31,2,16.62
23/07/2022,9,Rocky Road,8.4,26,218.4
23/07/2022,10,Wingman,8.34,71,592.14
23/07/2022,11,Arcade Made,8.82,89,784.98
23/07/2022,12,Punk IPA,7.81,3,23.43
23/07/2022,13,Hazy Jane,8.46,79,668.34
23/07/2022,14,Shore Leave,7.74,21,162.54
23/07/2022,15,Simcoe Solo,7.29,12,87.48
23/07/2022,16,Lucky Break,8.37,18,150.66
24/07/2022,1,Black Heart,8.56,27,231.12
24/07/2022,2,Fools Gold,8.07,86,694.02
24/07/2022,3,Cold Beer B,7.05,46,324.3
24/07/2022,4,Lost Lager,7.23,87,629.01
24/07/2022,5,King Crush,8.29,10,82.9
24/07/2022,6,Wingman Tro,7.55,100,755
24/07/2022,7,Grind Stout,7.86,46,361.56
24/07/2022,8,Juice Shack,8.31,61,506.91
24/07/2022,9,Rocky Road,8.4,25,210
24/07/2022,10,Wingman,8.34,81,675.54
24/07/2022,11,Arcade Made,8.82,95,837.9
24/07/2022,12,Punk IPA,7.81,18,140.58
24/07/2022,13,Hazy Jane,8.46,53,448.38
24/07/2022,14,Shore Leave,7.74,3,23.22
24/07/2022,15,Simcoe Solo,7.29,29,211.41
24/07/2022,16,Lucky Break,8.37,11,92.07
25/07/2022,1,Black Heart,8.56,11,94.16
25/07/2022,2,Fools Gold,8.07,14,112.98
25/07/2022,3,Cold Beer B,7.05,89,627.45
25/07/2022,4,Lost Lager,7.23,36,260.28
25/07/2022,5,King Crush,8.29,4,33.16
25/07/2022,6,Wingman Tro,7.55,76,573.8
25/07/2022,7,Grind Stout,7.86,100,786
25/07/2022,8,Juice Shack,8.31,48,398.88
25/07/2022,9,Rocky Road,8.4,3,25.2
25/07/2022,10,Wingman,8.34,38,316.92
25/07/2022,11,Arcade Made,8.82,32,282.24
25/07/2022,12,Punk IPA,7.81,34,265.54
25/07/2022,13,Hazy Jane,8.46,31,262.26
25/07/2022,14,Shore Leave,7.74,66,510.84
25/07/2022,15,Simcoe Solo,7.29,95,692.55
25/07/2022,16,Lucky Break,8.37,98,820.26
26/07/2022,1,Black Heart,8.56,53,453.68
26/07/2022,2,Fools Gold,8.07,46,371.22
26/07/2022,3,Cold Beer B,7.05,54,380.7
26/07/2022,4,Lost Lager,7.23,38,274.74
26/07/2022,5,King Crush,8.29,76,630.04
26/07/2022,6,Wingman Tro,7.55,17,128.35
26/07/2022,7,Grind Stout,7.86,71,558.06
26/07/2022,8,Juice Shack,8.31,1,8.31
26/07/2022,9,Rocky Road,8.4,82,688.8
26/07/2022,10,Wingman,8.34,67,558.78
26/07/2022,11,Arcade Made,8.82,5,44.1
26/07/2022,12,Punk IPA,7.81,77,601.37
26/07/2022,13,Hazy Jane,8.46,11,93.06
26/07/2022,14,Shore Leave,7.74,67,518.58
26/07/2022,15,Simcoe Solo,7.29,90,656.1
26/07/2022,16,Lucky Break,8.37,15,125.55
27/07/2022,1,Black Heart,8.56,14,119.84
27/07/2022,2,Fools Gold,8.07,30,242.1
27/07/2022,3,Cold Beer B,7.05,74,521.7
27/07/2022,4,Lost Lager,7.23,13,93.99
27/07/2022,5,King Crush,8.29,48,397.92
27/07/2022,6,Wingman Tro,7.55,90,679.5
27/07/2022,7,Grind Stout,7.86,30,235.8
27/07/2022,8,Juice Shack,8.31,69,573.39
27/07/2022,9,Rocky Road,8.4,49,411.6
27/07/2022,10,Wingman,8.34,59,492.06
27/07/2022,11,Arcade Made,8.82,31,273.42
27/07/2022,12,Punk IPA,7.81,57,445.17
27/07/2022,13,Hazy Jane,8.46,0,0
27/07/2022,14,Shore Leave,7.74,11,85.14
27/07/2022,15,Simcoe Solo,7.29,3,21.87
27/07/2022,16,Lucky Break,8.37,46,385.02
28/07/2022,1,Black Heart,8.56,15,128.4
28/07/2022,2,Fools Gold,8.07,48,387.36
28/07/2022,3,Cold Beer B,7.05,40,282
28/07/2022,4,Lost Lager,7.23,93,672.39
28/07/2022,5,King Crush,8.29,33,273.57
28/07/2022,6,Wingman Tro,7.55,31,234.05
28/07/2022,7,Grind Stout,7.86,64,503.04
28/07/2022,8,Juice Shack,8.31,1,8.31
28/07/2022,9,Rocky Road,8.4,18,151.2
28/07/2022,10,Wingman,8.34,14,116.76
28/07/2022,11,Arcade Made,8.82,71,626.22
28/07/2022,12,Punk IPA,7.81,84,656.04
28/07/2022,13,Hazy Jane,8.46,57,482.22
28/07/2022,14,Shore Leave,7.74,76,588.24
28/07/2022,15,Simcoe Solo,7.29,12,87.48
28/07/2022,16,Lucky Break,8.37,30,251.1
29/07/2022,1,Black Heart,8.56,9,77.04
29/07/2022,2,Fools Gold,8.07,22,177.54
29/07/2022,3,Cold Beer B,7.05,31,218.55
29/07/2022,4,Lost Lager,7.23,18,130.14
29/07/2022,5,King Crush,8.29,43,356.47
29/07/2022,6,Wingman Tro,7.55,85,641.75
29/07/2022,7,Grind Stout,7.86,16,125.76
29/07/2022,8,Juice Shack,8.31,92,764.52
29/07/2022,9,Rocky Road,8.4,50,420
29/07/2022,10,Wingman,8.34,13,108.42
29/07/2022,11,Arcade Made,8.82,87,767.34
29/07/2022,12,Punk IPA,7.81,45,351.45
29/07/2022,13,Hazy Jane,8.46,92,778.32
29/07/2022,14,Shore Leave,7.74,71,549.54
29/07/2022,15,Simcoe Solo,7.29,40,291.6
29/07/2022,16,Lucky Break,8.37,11,92.07
30/07/2022,1,Black Heart,8.56,9,77.04
30/07/2022,2,Fools Gold,8.07,54,435.78
30/07/2022,3,Cold Beer B,7.05,16,112.8
30/07/2022,4,Lost Lager,7.23,19,137.37
30/07/2022,5,King Crush,8.29,85,704.65
30/07/2022,6,Wingman Tro,7.55,94,709.7
30/07/2022,7,Grind Stout,7.86,11,86.46
30/07/2022,8,Juice Shack,8.31,16,132.96
30/07/2022,9,Rocky Road,8.4,60,504
30/07/2022,10,Wingman,8.34,9,75.06
30/07/2022,11,Arcade Made,8.82,95,837.9
30/07/2022,12,Punk IPA,7.81,55,429.55
30/07/2022,13,Hazy Jane,8.46,64,541.44
30/07/2022,14,Shore Leave,7.74,12,92.88
30/07/2022,15,Simcoe Solo,7.29,13,94.77
30/07/2022,16,Lucky Break,8.37,60,502.2
31/07/2022,1,Black Heart,8.56,2,17.12
31/07/2022,2,Fools Gold,8.07,74,597.18
31/07/2022,3,Cold Beer B,7.05,85,599.25
31/07/2022,4,Lost Lager,7.23,2,14.46
31/07/2022,5,King Crush,8.29,8,66.32
31/07/2022,6,Wingman Tro,7.55,10,75.5
31/07/2022,7,Grind Stout,7.86,82,644.52
31/07/2022,8,Juice Shack,8.31,0,0
31/07/2022,9,Rocky Road,8.4,48,403.2
31/07/2022,10,Wingman,8.34,28,233.52
31/07/2022,11,Arcade Made,8.82,23,202.86
31/07/2022,12,Punk IPA,7.81,84,656.04
31/07/2022,13,Hazy Jane,8.46,14,118.44
31/07/2022,14,Shore Leave,7.74,4,30.96
31/07/2022,15,Simcoe Solo,7.29,34,247.86
31/07/2022,16,Lucky Break,8.37,72,602.64
01/08/2022,1,Black Heart,8.56,9,77.04
01/08/2022,2,Fools Gold,8.07,71,572.97
01/08/2022,3,Cold Beer B,7.05,73,514.65
01/08/2022,4,Lost Lager,7.23,25,180.75
01/08/2022,5,King Crush,8.29,90,746.1
01/08/2022,6,Wingman Tro,7.55,87,656.85
01/08/2022,7,Grind Stout,7.86,29,227.94
01/08/2022,8,Juice Shack,8.31,93,772.83
01/08/2022,9,Rocky Road,8.4,86,722.4
01/08/2022,10,Wingman,8.34,72,600.48
01/08/2022,11,Arcade Made,8.82,89,784.98
01/08/2022,12,Punk IPA,7.81,28,218.68
01/08/2022,13,Hazy Jane,8.46,53,448.38
01/08/2022,14,Shore Leave,7.74,67,518.58
01/08/2022,15,Simcoe Solo,7.29,67,488.43
01/08/2022,16,Lucky Break,8.37,15,125.55
02/08/2022,1,Black Heart,8.56,62,530.72
02/08/2022,2,Fools Gold,8.07,30,242.1
02/08/2022,3,Cold Beer B,7.05,14,98.7
02/08/2022,4,Lost Lager,7.23,89,643.47
02/08/2022,5,King Crush,8.29,59,489.11
02/08/2022,6,Wingman Tro,7.55,27,203.85
02/08/2022,7,Grind Stout,7.86,23,180.78
02/08/2022,8,Juice Shack,8.31,11,91.41
02/08/2022,9,Rocky Road,8.4,13,109.2
02/08/2022,10,Wingman,8.34,53,442.02
02/08/2022,11,Arcade Made,8.82,36,317.52
02/08/2022,12,Punk IPA,7.81,12,93.72
02/08/2022,13,Hazy Jane,8.46,7,59.22
02/08/2022,14,Shore Leave,7.74,55,425.7
02/08/2022,15,Simcoe Solo,7.29,40,291.6
02/08/2022,16,Lucky Break,8.37,88,736.56
03/08/2022,1,Black Heart,8.56,23,196.88
03/08/2022,2,Fools Gold,8.07,37,298.59
03/08/2022,3,Cold Beer B,7.05,52,366.6
03/08/2022,4,Lost Lager,7.23,84,607.32
03/08/2022,5,King Crush,8.29,98,812.42
03/08/2022,6,Wingman Tro,7.55,88,664.4
03/08/2022,7,Grind Stout,7.86,81,636.66
03/08/2022,8,Juice Shack,8.31,59,490.29
03/08/2022,9,Rocky Road,8.4,36,302.4
03/08/2022,10,Wingman,8.34,55,458.7
03/08/2022,11,Arcade Made,8.82,26,229.32
03/08/2022,12,Punk IPA,7.81,42,328.02
03/08/2022,13,Hazy Jane,8.46,99,837.54
03/08/2022,14,Shore Leave,7.74,97,750.78
03/08/2022,15,Simcoe Solo,7.29,11,80.19
03/08/2022,16,Lucky Break,8.37,27,225.99
04/08/2022,1,Black Heart,8.56,45,385.2
04/08/2022,2,Fools Gold,8.07,34,274.38
04/08/2022,3,Cold Beer B,7.05,14,98.7
04/08/2022,4,Lost Lager,7.23,87,629.01
04/08/2022,5,King Crush,8.29,45,373.05
04/08/2022,6,Wingman Tro,7.55,42,317.1
04/08/2022,7,Grind Stout,7.86,39,306.54
04/08/2022,8,Juice Shack,8.31,82,681.42
04/08/2022,9,Rocky Road,8.4,100,840
